,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,owid-covid-data_reproduction_rate,owid-covid-data_icu_patients,owid-covid-data_icu_patients_per_million,owid-covid-data_hosp_patients,owid-covid-data_hosp_patients_per_million,owid-covid-data_weekly_icu_admissions,owid-covid-data_weekly_icu_admissions_per_million,owid-covid-data_weekly_hosp_admissions,owid-covid-data_weekly_hosp_admissions_per_million,owid-covid-data_new_tests,owid-covid-data_total_tests,owid-covid-data_total_tests_per_thousand,owid-covid-data_new_tests_per_thousand,owid-covid-data_new_tests_smoothed,owid-covid-data_new_tests_smoothed_per_thousand,owid-covid-data_positive_rate,owid-covid-data_tests_per_case,owid-covid-data_tests_units,owid-covid-data_total_vaccinations,owid-covid-data_people_vaccinated,owid-covid-data_people_fully_vaccinated,owid-covid-data_new_vaccinations,owid-covid-data_new_vaccinations_smoothed,owid-covid-data_total_vaccinations_per_hundred,owid-covid-data_people_vaccinated_per_hundred,owid-covid-data_people_fully_vaccinated_per_hundred,owid-covid-data_new_vaccinations_smoothed_per_million,owid-covid-data_stringency_index,owid-covid-data_population,owid-covid-data_population_density,owid-covid-data_median_age,owid-covid-data_aged_65_older,owid-covid-data_aged_70_older,owid-covid-data_gdp_per_capita,owid-covid-data_extreme_poverty,owid-covid-data_cardiovasc_death_rate,owid-covid-data_diabetes_prevalence,owid-covid-data_female_smokers,owid-covid-data_male_smokers,owid-covid-data_handwashing_facilities,owid-covid-data_hospital_beds_per_thousand,owid-covid-data_life_expectancy,owid-covid-data_human_development_index,changes-visitors-covid_retail_and_recreation,changes-visitors-covid_grocery_and_pharmacy,changes-visitors-covid_residential,changes-visitors-covid_transit_stations,changes-visitors-covid_parks,changes-visitors-covid_workplaces,covid-19-testing-policy_testing_policy,covid-contact-tracing_contact_tracing,covid-stringency-index_stringency_index,covid-vaccination-policy_vaccination_policy,debt-relief-covid_debt_relief,face-covering-policies-covid_facial_coverings,income-support-covid_income_support,internal-movement-covid_restrictions_internal_movements,international-travel-covid_international_travel_controls,public-events-covid_cancel_public_events,public-gathering-rules-covid_restriction_gatherings,public-transport-covid_close_public_transport,school-closures-covid_school_closures,stay-at-home-covid_stay_home_requirements,workplace-closures-covid_workplace_closures
15615,China,2020-01-22,548.0,,,17.0,,,0.381,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,26.39,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
15616,China,2020-01-23,643.0,95.0,,18.0,1.0,,0.447,0.066,,0.013000000000000001,0.001,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,44.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0
15617,China,2020-01-24,920.0,277.0,,26.0,8.0,,0.639,0.192,,0.018000000000000002,0.006,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,44.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0
15618,China,2020-01-25,1406.0,486.0,,42.0,16.0,,0.977,0.33799999999999997,,0.028999999999999998,0.011000000000000001,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,47.69,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0
15619,China,2020-01-26,2075.0,669.0,,56.0,14.0,,1.442,0.465,,0.039,0.01,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15620,China,2020-01-27,2877.0,802.0,,82.0,26.0,,1.999,0.557,,0.057,0.018000000000000002,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15621,China,2020-01-28,5509.0,2632.0,708.7139999999999,131.0,49.0,16.285999999999998,3.827,1.829,0.49200000000000005,0.091,0.034,0.011000000000000001,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15622,China,2020-01-29,6087.0,578.0,791.2860000000001,133.0,2.0,16.570999999999998,4.229,0.402,0.55,0.092,0.001,0.012,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15623,China,2020-01-30,8141.0,2054.0,1071.143,171.0,38.0,21.857,5.656000000000001,1.4269999999999998,0.7440000000000001,0.11900000000000001,0.026000000000000002,0.015,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15624,China,2020-01-31,9802.0,1661.0,1268.857,213.0,42.0,26.714000000000002,6.81,1.1540000000000001,0.882,0.14800000000000002,0.028999999999999998,0.019,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,69.91,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
15625,China,2020-02-01,11891.0,2089.0,1497.8570000000002,259.0,46.0,31.0,8.262,1.4509999999999998,1.041,0.18,0.032,0.022000000000000002,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15626,China,2020-02-02,16630.0,4739.0,2079.286,361.0,102.0,43.571000000000005,11.554,3.293,1.445,0.251,0.071,0.03,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15627,China,2020-02-03,19716.0,3086.0,2405.571,425.0,64.0,49.0,13.698,2.144,1.671,0.295,0.044000000000000004,0.034,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15628,China,2020-02-04,23707.0,3991.0,2599.714,491.0,66.0,51.428999999999995,16.471,2.773,1.806,0.341,0.046,0.036000000000000004,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15629,China,2020-02-05,27440.0,3733.0,3050.429,563.0,72.0,61.428999999999995,19.065,2.594,2.119,0.391,0.05,0.043,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15630,China,2020-02-06,30587.0,3147.0,3206.571,633.0,70.0,66.0,21.250999999999998,2.186,2.228,0.44,0.049,0.046,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15631,China,2020-02-07,34110.0,3523.0,3472.571,718.0,85.0,72.143,23.699,2.448,2.4130000000000003,0.499,0.059000000000000004,0.05,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15632,China,2020-02-08,36814.0,2704.0,3560.429,805.0,87.0,78.0,25.576999999999998,1.879,2.474,0.5589999999999999,0.06,0.054000000000000006,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15633,China,2020-02-09,39829.0,3015.0,3314.143,905.0,100.0,77.714,27.671999999999997,2.095,2.303,0.629,0.069,0.054000000000000006,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,77.31,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15634,China,2020-02-10,42354.0,2525.0,3234.0,1012.0,107.0,83.85700000000001,29.426,1.754,2.247,0.703,0.07400000000000001,0.057999999999999996,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15635,China,2020-02-11,44386.0,2032.0,2954.143,1112.0,100.0,88.714,30.838,1.412,2.052,0.773,0.069,0.062,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15636,China,2020-02-12,44759.0,373.0,2474.143,1117.0,5.0,79.143,31.096999999999998,0.259,1.719,0.7759999999999999,0.003,0.055,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15637,China,2020-02-13,59895.0,15136.0,4186.857,1369.0,252.0,105.14299999999999,41.613,10.515999999999998,2.909,0.951,0.175,0.073,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15638,China,2020-02-14,66358.0,6463.0,4606.857,1521.0,152.0,114.714,46.104,4.49,3.201,1.057,0.106,0.08,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15639,China,2020-02-15,68413.0,2055.0,4514.143,1663.0,142.0,122.571,47.531000000000006,1.4280000000000002,3.136,1.155,0.099,0.085,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,1.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15640,China,2020-02-16,70513.0,2100.0,4383.429,1766.0,103.0,123.0,48.99,1.459,3.045,1.227,0.07200000000000001,0.085,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15641,China,2020-02-17,72434.0,1921.0,4297.143,1864.0,98.0,121.714,50.325,1.335,2.986,1.295,0.068,0.085,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15642,China,2020-02-18,74211.0,1777.0,4260.714,2003.0,139.0,127.286,51.56,1.235,2.96,1.392,0.09699999999999999,0.08800000000000001,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15643,China,2020-02-19,74619.0,408.0,4265.714,2116.0,113.0,142.714,51.843,0.28300000000000003,2.964,1.47,0.079,0.099,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15644,China,2020-02-20,75077.0,458.0,2168.857,2238.0,122.0,124.14299999999999,52.161,0.318,1.507,1.555,0.085,0.086,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15645,China,2020-02-21,75550.0,473.0,1313.1429999999998,2238.0,0.0,102.429,52.49,0.32899999999999996,0.912,1.555,0.0,0.071,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15646,China,2020-02-22,77001.0,1451.0,1226.857,2443.0,205.0,111.429,53.498000000000005,1.008,0.852,1.6969999999999998,0.142,0.077,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15647,China,2020-02-23,77022.0,21.0,929.857,2445.0,2.0,97.0,53.513000000000005,0.015,0.6459999999999999,1.699,0.001,0.067,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15648,China,2020-02-24,77241.0,219.0,686.7139999999999,2595.0,150.0,104.429,53.665,0.152,0.47700000000000004,1.8030000000000002,0.10400000000000001,0.073,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,75.46,0.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
15649,China,2020-02-25,77754.0,513.0,506.14300000000003,2665.0,70.0,94.571,54.021,0.35600000000000004,0.35200000000000004,1.8519999999999999,0.049,0.066,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15650,China,2020-02-26,78166.0,412.0,506.714,2717.0,52.0,85.85700000000001,54.306999999999995,0.28600000000000003,0.35200000000000004,1.8880000000000001,0.036000000000000004,0.06,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15651,China,2020-02-27,78600.0,434.0,503.286,2746.0,29.0,72.571,54.608999999999995,0.302,0.35,1.9080000000000001,0.02,0.05,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15652,China,2020-02-28,78928.0,328.0,482.57099999999997,2790.0,44.0,78.857,54.836999999999996,0.228,0.335,1.9380000000000002,0.031,0.055,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15653,China,2020-02-29,79356.0,428.0,336.42900000000003,2837.0,47.0,56.286,55.13399999999999,0.297,0.23399999999999999,1.9709999999999999,0.033,0.039,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15654,China,2020-03-01,79932.0,576.0,415.714,2872.0,35.0,61.0,55.534,0.4,0.289,1.995,0.024,0.042,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15655,China,2020-03-02,80136.0,204.0,413.57099999999997,2914.0,42.0,45.571000000000005,55.676,0.142,0.287,2.025,0.028999999999999998,0.032,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15656,China,2020-03-03,80261.0,125.0,358.14300000000003,2947.0,33.0,40.286,55.763000000000005,0.087,0.249,2.0469999999999997,0.023,0.027999999999999997,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15657,China,2020-03-04,80386.0,125.0,317.143,2983.0,36.0,38.0,55.85,0.087,0.22,2.073,0.025,0.026000000000000002,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15658,China,2020-03-05,80537.0,151.0,276.714,3015.0,32.0,38.429,55.955,0.105,0.192,2.095,0.022000000000000002,0.027000000000000003,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15659,China,2020-03-06,80690.0,153.0,251.71400000000003,3044.0,29.0,36.286,56.06100000000001,0.106,0.175,2.115,0.02,0.025,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15660,China,2020-03-07,80770.0,80.0,202.0,3072.0,28.0,33.571,56.117,0.055999999999999994,0.14,2.134,0.019,0.023,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15661,China,2020-03-08,80823.0,53.0,127.286,3100.0,28.0,32.571,56.153,0.037000000000000005,0.08800000000000001,2.154,0.019,0.023,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15662,China,2020-03-09,80860.0,37.0,103.429,3123.0,23.0,29.857,56.178999999999995,0.026000000000000002,0.07200000000000001,2.17,0.016,0.021,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15663,China,2020-03-10,80887.0,27.0,89.429,3139.0,16.0,27.429000000000002,56.198,0.019,0.062,2.181,0.011000000000000001,0.019,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15664,China,2020-03-11,80921.0,34.0,76.429,3161.0,22.0,25.429000000000002,56.222,0.024,0.053,2.1959999999999997,0.015,0.018000000000000002,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15665,China,2020-03-12,80932.0,11.0,56.428999999999995,3172.0,11.0,22.429000000000002,56.229,0.008,0.039,2.204,0.008,0.016,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
15666,China,2020-03-13,80945.0,13.0,36.429,3180.0,8.0,19.429000000000002,56.238,0.009000000000000001,0.025,2.209,0.006,0.013000000000000001,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,,,,,,,2.0,2.0,81.02,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
