,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,owid-covid-data_reproduction_rate,owid-covid-data_icu_patients,owid-covid-data_icu_patients_per_million,owid-covid-data_hosp_patients,owid-covid-data_hosp_patients_per_million,owid-covid-data_weekly_icu_admissions,owid-covid-data_weekly_icu_admissions_per_million,owid-covid-data_weekly_hosp_admissions,owid-covid-data_weekly_hosp_admissions_per_million,owid-covid-data_new_tests,owid-covid-data_total_tests,owid-covid-data_total_tests_per_thousand,owid-covid-data_new_tests_per_thousand,owid-covid-data_new_tests_smoothed,owid-covid-data_new_tests_smoothed_per_thousand,owid-covid-data_positive_rate,owid-covid-data_tests_per_case,owid-covid-data_tests_units,owid-covid-data_total_vaccinations,owid-covid-data_people_vaccinated,owid-covid-data_people_fully_vaccinated,owid-covid-data_new_vaccinations,owid-covid-data_new_vaccinations_smoothed,owid-covid-data_total_vaccinations_per_hundred,owid-covid-data_people_vaccinated_per_hundred,owid-covid-data_people_fully_vaccinated_per_hundred,owid-covid-data_new_vaccinations_smoothed_per_million,owid-covid-data_stringency_index,owid-covid-data_population,owid-covid-data_population_density,owid-covid-data_median_age,owid-covid-data_aged_65_older,owid-covid-data_aged_70_older,owid-covid-data_gdp_per_capita,owid-covid-data_extreme_poverty,owid-covid-data_cardiovasc_death_rate,owid-covid-data_diabetes_prevalence,owid-covid-data_female_smokers,owid-covid-data_male_smokers,owid-covid-data_handwashing_facilities,owid-covid-data_hospital_beds_per_thousand,owid-covid-data_life_expectancy,owid-covid-data_human_development_index,changes-visitors-covid_retail_and_recreation,changes-visitors-covid_grocery_and_pharmacy,changes-visitors-covid_residential,changes-visitors-covid_transit_stations,changes-visitors-covid_parks,changes-visitors-covid_workplaces,covid-19-testing-policy_testing_policy,covid-contact-tracing_contact_tracing,covid-stringency-index_stringency_index,covid-vaccination-policy_vaccination_policy,debt-relief-covid_debt_relief,face-covering-policies-covid_facial_coverings,income-support-covid_income_support,internal-movement-covid_restrictions_internal_movements,international-travel-covid_international_travel_controls,public-events-covid_cancel_public_events,public-gathering-rules-covid_restriction_gatherings,public-transport-covid_close_public_transport,school-closures-covid_school_closures,stay-at-home-covid_stay_home_requirements,workplace-closures-covid_workplace_closures
20198,Denmark,2020-05-17,11125.0,69.0,71.143,547.0,4.0,2.571,1920.685,11.913,12.283,94.43700000000001,0.691,0.444,0.71,27.0,4.6610000000000005,133.0,22.962,,,63.663999999999994,10.991,7094.0,458044.0,79.079,1.225,12339.0,2.13,0.006,173.4,tests performed,,,,,,,,,,65.74,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-21.857,-0.5710000000000001,9.0,-36.571,55.857,-24.143,3.0,1.0,65.74,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20199,Denmark,2020-05-18,11166.0,41.0,65.0,548.0,1.0,2.1430000000000002,1927.764,7.077999999999999,11.222000000000001,94.61,0.17300000000000001,0.37,0.72,26.0,4.489,144.0,24.861,,,,,15262.0,473306.0,81.714,2.635,12170.0,2.101,0.005,187.2,tests performed,,,,,,,,,,65.74,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-21.429000000000002,-1.143,8.714,-36.143,51.571000000000005,-23.143,3.0,1.0,65.74,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20200,Denmark,2020-05-19,11242.0,76.0,64.714,551.0,3.0,3.429,1940.885,13.120999999999999,11.173,95.12799999999999,0.518,0.5920000000000001,0.73,25.0,4.316,141.0,24.343000000000004,,,,,14906.0,488212.0,84.288,2.573,12188.0,2.104,0.005,188.3,tests performed,,,,,,,,,,65.74,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-19.714000000000002,-0.857,8.286,-34.714,60.286,-21.857,3.0,1.0,65.74,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20201,Denmark,2020-05-20,11315.0,73.0,64.286,554.0,3.0,3.0,1953.4879999999998,12.603,11.099,95.646,0.518,0.518,0.74,25.0,4.316,127.0,21.926,,,,,14432.0,502644.0,86.779,2.492,12148.0,2.097,0.005,189.0,tests performed,,,,,,,,,,65.74,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-16.0,1.143,7.2860000000000005,-32.571,73.143,-20.714000000000002,3.0,1.0,65.74,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20202,Denmark,2020-05-21,11380.0,65.0,67.0,561.0,7.0,3.429,1964.71,11.222000000000001,11.567,96.854,1.209,0.5920000000000001,0.74,23.0,3.971,122.0,21.063000000000002,,,,,8505.0,511149.0,88.24799999999999,1.4680000000000002,11509.0,1.9869999999999999,0.006,171.8,tests performed,,,,,,,,,,65.74,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-18.714000000000002,-2.0,8.286,-33.571,110.286,-27.429000000000002,3.0,1.0,65.74,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20203,Denmark,2020-05-22,11428.0,48.0,62.714,561.0,0.0,3.429,1972.997,8.287,10.827,96.854,0.0,0.5920000000000001,0.73,23.0,3.971,119.0,20.545,,,,,12316.0,523465.0,90.374,2.126,11461.0,1.979,0.005,182.8,tests performed,,,,,,,,,,60.19,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-16.143,-1.429,8.857000000000001,-34.286,122.714,-31.570999999999998,3.0,1.0,60.19,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20204,Denmark,2020-05-23,11487.0,59.0,61.571000000000005,561.0,0.0,2.571,1983.183,10.186,10.63,96.854,0.0,0.444,0.74,19.0,3.28,118.0,20.372,,,,,8804.0,532269.0,91.89399999999999,1.52,11617.0,2.006,0.005,188.7,tests performed,,,,,,,,,,60.19,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-14.286,-1.571,8.429,-33.0,134.571,-30.143,3.0,1.0,60.19,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20205,Denmark,2020-05-24,11559.0,72.0,62.0,562.0,1.0,2.1430000000000002,1995.614,12.431,10.704,97.027,0.17300000000000001,0.37,0.74,21.0,3.6260000000000003,115.0,19.854,,,64.65899999999999,11.163,8687.0,540956.0,93.39399999999999,1.5,11845.0,2.045,0.005,191.0,tests performed,,,,,,,,,,60.19,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-13.286,-1.857,8.0,-32.286,132.0,-29.570999999999998,3.0,1.0,60.19,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
20206,Denmark,2020-05-25,11586.0,27.0,60.0,563.0,1.0,2.1430000000000002,2000.275,4.6610000000000005,10.359000000000002,97.2,0.17300000000000001,0.37,0.73,20.0,3.4530000000000003,116.0,20.027,,,,,18300.0,559256.0,96.553,3.159,12279.0,2.12,0.005,204.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-12.142999999999999,-1.571,7.7139999999999995,-31.570999999999998,142.714,-29.429000000000002,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20207,Denmark,2020-05-26,11627.0,41.0,55.0,563.0,0.0,1.714,2007.354,7.077999999999999,9.496,97.2,0.0,0.29600000000000004,0.74,23.0,3.971,112.0,19.336,,,,,15980.0,575236.0,99.31200000000001,2.759,12432.0,2.146,0.004,226.0,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-11.429,-2.0,7.428999999999999,-31.0,150.286,-29.143,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20208,Denmark,2020-05-27,11680.0,53.0,52.143,565.0,2.0,1.571,2016.504,9.15,9.002,97.545,0.345,0.271,0.75,22.0,3.798,107.0,18.473,,,,,14781.0,590017.0,101.86399999999999,2.552,12482.0,2.155,0.004,239.4,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-13.142999999999999,-4.143,7.857,-31.857,138.571,-28.714000000000002,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20209,Denmark,2020-05-28,11712.0,32.0,47.428999999999995,568.0,3.0,1.0,2022.029,5.525,8.187999999999999,98.06299999999999,0.518,0.17300000000000001,0.76,20.0,3.4530000000000003,110.0,18.991,,,,,13141.0,603158.0,104.133,2.269,13144.0,2.269,0.004,277.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-8.0,-0.5710000000000001,6.428999999999999,-29.0,112.14299999999999,-20.429000000000002,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20210,Denmark,2020-05-29,11793.0,81.0,52.143,568.0,0.0,1.0,2036.013,13.984000000000002,9.002,98.06299999999999,0.0,0.17300000000000001,0.78,18.0,3.108,106.0,18.3,,,,,11786.0,614944.0,106.16799999999999,2.035,13068.0,2.256,0.004,250.6,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-6.7139999999999995,0.429,4.857,-25.285999999999998,120.14299999999999,-14.429,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20211,Denmark,2020-05-30,11833.0,40.0,49.428999999999995,571.0,3.0,1.429,2042.9189999999999,6.906000000000001,8.533999999999999,98.581,0.518,0.247,0.78,20.0,3.4530000000000003,100.0,17.265,,,,,7181.0,622125.0,107.40700000000001,1.24,12837.0,2.2159999999999997,0.004,259.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-4.7139999999999995,2.286,4.2860000000000005,-22.285999999999998,132.714,-12.857000000000001,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20212,Denmark,2020-05-31,11869.0,36.0,44.286,574.0,3.0,1.714,2049.134,6.215,7.646,99.09899999999999,0.518,0.29600000000000004,0.77,20.0,3.4530000000000003,98.0,16.919,,,51.727,8.93,7648.0,629773.0,108.728,1.32,12688.0,2.191,0.003,286.5,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-5.428999999999999,1.857,3.8569999999999998,-18.857,164.143,-11.714,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20213,Denmark,2020-06-01,11899.0,30.0,44.714,576.0,2.0,1.857,2054.313,5.178999999999999,7.72,99.444,0.345,0.321,0.77,20.0,3.4530000000000003,103.0,17.783,,,,,8745.0,638518.0,110.238,1.51,11323.0,1.955,0.004,253.2,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-9.142999999999999,-0.28600000000000003,4.7139999999999995,-20.0,202.0,-19.285999999999998,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20214,Denmark,2020-06-02,11934.0,35.0,43.857,580.0,4.0,2.4290000000000003,2060.356,6.042999999999999,7.572,100.135,0.691,0.419,0.78,21.0,3.6260000000000003,99.0,17.092,,,,,15549.0,654067.0,112.92200000000001,2.6839999999999997,11262.0,1.944,0.004,256.8,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-6.428999999999999,2.8569999999999998,4.2860000000000005,-18.857,208.571,-19.143,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20215,Denmark,2020-06-03,11971.0,37.0,41.571000000000005,580.0,0.0,2.1430000000000002,2066.744,6.388,7.1770000000000005,100.135,0.0,0.37,0.8,20.0,3.4530000000000003,100.0,17.265,,,,,13383.0,667450.0,115.23200000000001,2.311,11062.0,1.91,0.004,266.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-4.857,4.143,4.0,-17.857,214.71400000000003,-19.143,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20216,Denmark,2020-06-04,12011.0,40.0,42.714,582.0,2.0,2.0,2073.65,6.906000000000001,7.374,100.48,0.345,0.345,0.83,17.0,2.935,97.0,16.747,,,,,11865.0,679315.0,117.281,2.048,10880.0,1.8780000000000001,0.004,254.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-3.1430000000000002,6.0,3.714,-17.285999999999998,203.143,-19.285999999999998,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20217,Denmark,2020-06-05,12075.0,64.0,40.286,586.0,4.0,2.571,2084.699,11.049000000000001,6.955,101.17,0.691,0.444,0.84,17.0,2.935,85.0,14.675,,,,,9680.0,688995.0,118.95200000000001,1.671,10579.0,1.8259999999999998,0.004,262.6,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-8.714,1.143,5.428999999999999,-20.429000000000002,195.0,-25.714000000000002,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20218,Denmark,2020-06-06,12124.0,49.0,41.571000000000005,587.0,1.0,2.286,2093.159,8.46,7.1770000000000005,101.34299999999999,0.17300000000000001,0.395,0.84,,,81.0,13.984000000000002,,,,,7986.0,696981.0,120.331,1.379,10694.0,1.8459999999999999,0.004,257.2,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-8.429,1.429,6.0,-22.714000000000002,173.0,-27.0,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20219,Denmark,2020-06-07,12148.0,24.0,39.857,589.0,2.0,2.1430000000000002,2097.302,4.144,6.881,101.68799999999999,0.345,0.37,0.81,15.0,2.59,75.0,12.948,,,33.821999999999996,5.8389999999999995,7766.0,704747.0,121.67200000000001,1.341,10711.0,1.849,0.004,268.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-5.571000000000001,2.286,6.2860000000000005,-24.0,151.857,-26.857,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20220,Denmark,2020-06-08,12162.0,14.0,37.571,593.0,4.0,2.4290000000000003,2099.719,2.417,6.487,102.37899999999999,0.691,0.419,0.8,16.0,2.762,79.0,13.639000000000001,,,,,16855.0,721602.0,124.58200000000001,2.91,11869.0,2.049,0.003,315.9,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-0.429,4.857,5.143,-22.0,112.85700000000001,-18.570999999999998,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20221,Denmark,2020-06-09,12201.0,39.0,38.143,593.0,0.0,1.857,2106.452,6.733,6.585,102.37899999999999,0.0,0.321,0.82,15.0,2.59,73.0,12.603,,,,,15661.0,737263.0,127.285,2.7039999999999997,11885.0,2.052,0.003,311.6,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-2.0,2.286,5.2860000000000005,-22.570999999999998,102.0,-18.429000000000002,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20222,Denmark,2020-06-10,12216.0,15.0,35.0,593.0,0.0,1.857,2109.042,2.59,6.042999999999999,102.37899999999999,0.0,0.321,0.85,17.0,2.935,17.0,2.935,,,,,14968.0,752231.0,129.87,2.5839999999999996,12112.0,2.0909999999999997,0.003,346.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-2.4290000000000003,1.286,5.2860000000000005,-22.857,99.429,-18.285999999999998,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20223,Denmark,2020-06-11,12235.0,19.0,32.0,593.0,0.0,1.571,2112.322,3.28,5.525,102.37899999999999,0.0,0.271,0.9,13.0,2.244,13.0,2.244,,,,,14613.0,766844.0,132.392,2.523,12504.0,2.1590000000000003,0.003,390.8,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,-3.286,-0.5710000000000001,5.428999999999999,-23.285999999999998,105.286,-18.143,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20224,Denmark,2020-06-12,12299.0,64.0,32.0,594.0,1.0,1.143,2123.3720000000003,11.049000000000001,5.525,102.552,0.17300000000000001,0.19699999999999998,0.97,12.0,2.072,12.0,2.072,,,,,14880.0,781724.0,134.961,2.569,13247.0,2.287,0.002,414.0,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,1.857,3.0,3.8569999999999998,-20.570999999999998,100.0,-11.714,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20225,Denmark,2020-06-13,12339.0,40.0,30.714000000000002,597.0,3.0,1.429,2130.278,6.906000000000001,5.303,103.07,0.518,0.247,1.01,9.0,1.554,9.0,1.554,,,,,10019.0,791743.0,136.691,1.73,13537.0,2.3369999999999997,0.002,440.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,1.143,1.0,3.429,-19.285999999999998,108.85700000000001,-10.857000000000001,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20226,Denmark,2020-06-14,12393.0,54.0,35.0,597.0,0.0,1.143,2139.6,9.323,6.042999999999999,103.07,0.0,0.19699999999999998,1.01,9.0,1.554,49.0,8.46,,,26.858,4.637,9069.0,800812.0,138.257,1.5659999999999998,13724.0,2.369,0.003,392.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,2.1430000000000002,1.429,3.1430000000000002,-18.143,120.714,-9.857000000000001,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20227,Denmark,2020-06-15,12417.0,24.0,36.429,598.0,1.0,0.7140000000000001,2143.744,4.144,6.289,103.242,0.17300000000000001,0.12300000000000001,0.96,9.0,1.554,46.0,7.942,,,,,17725.0,818537.0,141.317,3.06,13848.0,2.391,0.003,380.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,3.0,1.857,2.8569999999999998,-17.143,137.857,-9.714,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20228,Denmark,2020-06-16,12450.0,33.0,35.571,598.0,0.0,0.7140000000000001,2149.4410000000003,5.697,6.141,103.242,0.0,0.12300000000000001,0.99,8.0,1.381,43.0,7.4239999999999995,,,,,18209.0,836746.0,144.461,3.1439999999999997,14212.0,2.454,0.003,399.5,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,4.0,2.4290000000000003,2.571,-16.285999999999998,153.714,-9.571,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20229,Denmark,2020-06-17,12494.0,44.0,39.714,598.0,0.0,0.7140000000000001,2157.038,7.596,6.857,103.242,0.0,0.12300000000000001,1.02,6.0,1.036,39.0,6.733,,,,,19223.0,855969.0,147.78,3.319,14820.0,2.559,0.003,373.2,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,4.857,2.8569999999999998,2.286,-15.286,166.571,-9.429,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20230,Denmark,2020-06-18,12544.0,50.0,44.143,600.0,2.0,1.0,2165.67,8.632,7.621,103.588,0.345,0.17300000000000001,1.04,6.0,1.036,38.0,6.561,,,,,17511.0,873480.0,150.803,3.023,15234.0,2.63,0.003,345.1,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,5.571000000000001,3.0,1.857,-14.571,180.0,-9.286,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20231,Denmark,2020-06-19,12591.0,47.0,41.714,600.0,0.0,0.857,2173.784,8.113999999999999,7.202000000000001,103.588,0.0,0.14800000000000002,1.04,6.0,1.036,37.0,6.388,,,,,16991.0,890471.0,153.736,2.9330000000000003,15535.0,2.682,0.003,372.4,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,5.571000000000001,3.0,1.714,-14.429,183.0,-9.429,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20232,Denmark,2020-06-20,12591.0,0.0,36.0,600.0,0.0,0.429,2173.784,0.0,6.215,103.588,0.0,0.07400000000000001,1.05,6.0,1.036,39.0,6.733,,,,,12112.0,902583.0,155.827,2.0909999999999997,15834.0,2.734,0.002,439.8,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,5.428999999999999,3.1430000000000002,1.714,-14.714,179.28599999999997,-10.0,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20233,Denmark,2020-06-21,12591.0,0.0,28.285999999999998,600.0,0.0,0.429,2173.784,0.0,4.883,103.588,0.0,0.07400000000000001,1.08,6.0,1.036,38.0,6.561,,,26.858,4.637,11430.0,914013.0,157.80100000000002,1.973,16172.0,2.792,0.002,571.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,5.2860000000000005,3.1430000000000002,1.714,-15.142999999999999,174.429,-10.714,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20234,Denmark,2020-06-22,12727.0,136.0,44.286,602.0,2.0,0.5710000000000001,2197.264,23.48,7.646,103.93299999999999,0.345,0.099,1.14,7.0,1.209,37.0,6.388,,,,,21462.0,935475.0,161.506,3.705,16705.0,2.884,0.003,377.2,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,5.7139999999999995,3.1430000000000002,1.714,-15.429,166.429,-11.142999999999999,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20235,Denmark,2020-06-23,12761.0,34.0,44.428999999999995,603.0,1.0,0.7140000000000001,2203.134,5.87,7.67,104.105,0.17300000000000001,0.12300000000000001,1.09,8.0,1.381,32.0,5.525,,,,,20913.0,956388.0,165.11599999999999,3.611,17092.0,2.951,0.003,384.7,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,6.0,3.1430000000000002,1.429,-15.142999999999999,170.71400000000003,-11.429,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20236,Denmark,2020-06-24,12815.0,54.0,45.857,603.0,0.0,0.7140000000000001,2212.4570000000003,9.323,7.917000000000001,104.105,0.0,0.12300000000000001,1.03,8.0,1.381,33.0,5.697,,,,,20075.0,976463.0,168.582,3.466,17213.0,2.972,0.003,375.4,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,6.2860000000000005,3.0,1.286,-14.857000000000001,176.28599999999997,-11.571,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
20237,Denmark,2020-06-25,12836.0,21.0,41.714,603.0,0.0,0.429,2216.083,3.6260000000000003,7.202000000000001,104.105,0.0,0.07400000000000001,0.95,9.0,1.554,36.0,6.215,,,,,16827.0,993290.0,171.487,2.905,17116.0,2.955,0.002,410.3,tests performed,,,,,,,,,,57.41,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,6.7139999999999995,3.429,1.143,-14.142999999999999,188.0,-11.714,3.0,1.0,57.41,0.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
